date,new_cases,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,AY.4.2,B.1.1.529,B.1.1.7,B.1.1.7+E484K,B.1.351,B.1.427/B.1.429,B.1.525,B.1.526,B.1.616,B.1.617,B.1.617.1,B.1.617.2,B.1.617.3,B.1.620,B.1.621,B.1.640,C.1.2,C.37,P.1,P.3,UNK,Other
2020-05-07,787,25359,536.857,3040,99,64.857,2495.926,77.459,52.839,299.208,9.744,6.383,1.03,480,47.243,2184,214.957,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,700,26059,560.857,3175,135,74.571,2564.822,68.897,55.202,312.495,13.287,7.34,1.03,467,45.964,2120,208.658,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,509,26568,590.857,3220,45,78.714,2614.92,50.098,58.154,316.924,4.429,7.747,1.03,464,45.669,2064,203.146,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,278,26846,593.286,3225,5,78,2642.281,27.362,58.393,317.416,0.492,7.677,1.02,448,44.094,2065,203.245,0,0,0,0,0,0,0,0,0,0,64.81,3171.7,8.9,34.99,312.1703115,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,455,27301,590.286,3256,31,69.571,2687.064,44.783,58.098,320.467,3.051,6.847,1.02,437,43.011,2072,203.934,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,754,28055,604.143,3313,57,65.571,2761.276,74.211,59.462,326.078,5.61,6.454,1.02,426,41.928,1993,196.158,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,700,28755,597.571,3460,147,74.143,2830.172,68.897,58.815,340.546,14.468,7.297,1.01,415,40.846,1970,193.895,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,660,29415,579.429,3529,69,69.857,2895.132,64.96,57.029,347.337,6.791,6.876,1.01,403,39.665,1911,188.088,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,688,30103,577.714,3646,117,67.286,2962.847,67.715,56.861,358.853,11.516,6.623,1.01,391,38.484,1853,182.379,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,358,30461,556.143,3674,28,64.857,2998.083,35.236,54.738,361.609,2.756,6.383,1.01,383,37.696,1834,180.509,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-17,259,30720,553.429,3679,5,64.857,3023.575,25.492,54.47,362.101,0.492,6.383,1.02,387,38.09,1833,180.411,0,0,0,0,0,0,0,0,0,0,64.81,3623.3,9.74,28.39,356.6184348,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,431,31151,550,3698,19,63.143,3065.995,42.421,54.133,363.971,1.87,6.215,1.02,385,37.893,1845,181.592,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,667,31818,537.571,3743,45,61.429,3131.644,65.649,52.91,368.4,4.429,6.046,1.02,369,36.318,1793,176.474,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,808,32626,553,3831,88,53,3211.17,79.526,54.428,377.061,8.661,5.216,1.03,367,36.121,1765,173.718,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,610,33236,545.857,3871,40,48.857,3271.209,60.038,53.725,380.998,3.937,4.809,1.03,360,35.433,1724,169.682,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,532,33768,523.571,3925,54,39.857,3323.57,52.361,51.532,386.313,5.315,3.923,1.04,356,35.039,1742,171.454,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-23,403,34171,530,3992,67,45.429,3363.235,39.665,52.165,392.907,6.594,4.471,1.05,347,34.153,1725,169.781,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,210,34381,523,3998,6,45.571,3383.904,20.669,51.476,393.498,0.591,4.485,1.06,355,34.94,1728,170.076,0,0,0,0,0,0,0,0,0,0,64.81,4013.5,10.35,24.68,395.0233456,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,490,34871,531.429,4029,31,47.286,3432.131,48.228,52.305,396.549,3.051,4.654,1.07,348,34.251,1769,174.111,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,746,35617,542.714,4125,96,54.571,3505.555,73.424,53.416,405.998,9.449,5.371,1.08,339,33.366,1784,175.588,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,800,36417,541.571,4220,95,55.571,3584.294,78.739,53.303,415.348,9.35,5.47,1.1,322,31.692,1721,169.387,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,774,37191,565,4266,46,56.429,3660.474,76.18,55.609,419.875,4.527,5.554,1.11,322,31.692,1673,164.663,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,773,37964,599.429,4350,84,60.714,3736.556,76.081,58.998,428.143,8.268,5.976,1.12,315,31.003,1650,162.399,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-30,432,38396,603.571,4395,45,57.571,3779.075,42.519,59.406,432.572,4.429,5.666,1.13,310,30.511,1619,159.348,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,265,38661,611.429,4395,0,56.714,3805.157,26.082,60.179,432.572,0,5.582,1.14,317,31.2,1635,160.923,0,0,0,0,0,0,0,0,0,0,64.81,4140.3,10.26,8.01,407.5034653,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,648,39309,634,4403,8,53.429,3868.936,63.779,62.401,433.359,0.787,5.259,1.15,313,30.807,1684,165.745,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,901,40210,656.143,4468,65,49,3957.615,88.68,64.58,439.757,6.398,4.823,1.16,309,30.413,1650,162.399,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,1046,41256,691.286,4542,74,46,4060.566,102.951,68.039,447.04,7.283,4.527,1.17,311,30.61,1591,156.592,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,1039,42295,729.143,4562,20,42.286,4162.829,102.262,71.765,449.009,1.968,4.162,1.18,299,29.429,1583,155.805,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,1146,43441,782.429,4639,77,41.286,4275.622,112.794,77.009,456.587,7.579,4.063,1.18,290,28.543,1539,151.474,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-06,783,44224,832.571,4656,17,37.286,4352.688,77.066,81.945,458.261,1.673,3.67,1.18,293,28.838,1511,148.718,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-07,462,44686,860.714,4659,3,37.714,4398.16,45.472,84.715,458.556,0.295,3.712,1.17,299,29.429,1520,149.604,0,0,0,0,0,0,0,0,0,0,64.81,4381.7,10.45,15.47,431.2629359,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,677,45363,864.857,4694,35,41.571,4464.792,66.633,85.122,462.001,3.445,4.092,1.17,293,28.838,1568,154.328,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,936,46299,869.857,4717,23,35.571,4556.917,92.125,85.615,464.264,2.264,3.501,1.16,280,27.559,1469,144.584,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,1437,47736,925.714,4795,78,36.143,4698.352,141.435,91.112,471.941,7.677,3.557,1.16,279,27.46,1436,141.336,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,1294,49030,962.143,4814,19,36,4825.712,127.36,94.698,473.811,1.87,3.543,1.15,270,26.574,1386,136.415,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,1337,50367,989.429,4854,40,30.714,4957.304,131.592,97.383,477.748,3.937,3.023,1.14,267,26.279,1369,134.742,0,0,0,0,0,0,0,0,0,0,64.81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-13,1042,51409,1026.429,4874,20,31.143,5059.862,102.557,101.025,479.717,1.968,3.065,1.13,256,25.196,1323,130.214,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,418,51827,1020.143,4874,0,30.714,5101.003,41.141,100.406,479.717,0,3.023,1.12,263,25.885,1328,130.707,0,0,0,0,0,0,0,0,0,0,59.26,4605.1,10.59,14.43,453.2507808,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,684,52511,1021.143,4891,17,28.143,5168.325,67.322,100.505,481.39,1.673,2.77,1.1,244,24.015,1303,128.246,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,1218,53729,1061.429,4939,48,31.714,5288.205,119.88,104.47,486.114,4.724,3.121,1.09,237,23.326,1281,126.081,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,1457,55186,1064.286,5041,102,35.143,5431.608,143.403,104.751,496.154,10.039,3.459,1.07,232,22.834,1240,122.045,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,1496,56682,1093.143,5053,12,34.143,5578.85,147.242,107.591,497.335,1.181,3.36,1.06,224,22.047,1197,117.813,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,1213,57895,1075.429,5053,0,28.429,5698.238,119.388,105.848,497.335,0,2.798,1.04,217,21.358,1177,115.845,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-20,702,58597,1026.857,5053,0,25.571,5767.331,69.093,101.067,497.335,0,2.517,1.03,215,21.161,1173,115.451,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-21,321,58918,1013,5053,0,25.571,5798.925,31.594,99.703,497.335,0,2.517,1.01,212,20.866,1179,116.041,0,0,0,0,0,0,0,0,0,0,59.26,4766.1,10.58,10.32,469.0969895,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,800,59718,1029.571,5053,0,23.143,5877.664,78.739,101.334,497.335,0,2.278,1,203,19.98,1168,114.959,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,1312,61030,1043,5161,108,31.714,6006.796,129.132,102.656,507.964,10.63,3.121,0.99,203,19.98,1153,113.482,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,1698,62728,1077.429,5209,48,24,6173.919,167.123,106.044,512.689,4.724,2.362,0.97,192,18.897,1109,109.152,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,1281,64009,1046.714,5230,21,25.286,6300,126.081,103.021,514.756,2.067,2.489,0.94,181,17.815,1019,100.294,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,1203,65212,1045.286,5280,50,32.429,6418.403,118.404,102.881,519.677,4.921,3.192,0.92,174,17.126,997,98.128,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-27,760,65972,1053.571,5280,0,32.429,6493.205,74.802,103.696,519.677,0,3.192,0.89,167,16.437,983,96.75,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-28,420,66392,1067.714,5280,0,32.429,6534.543,41.338,105.088,519.677,0,3.192,0.86,166,16.338,990,97.439,0,0,0,0,0,0,0,0,0,0,59.26,4908.7,10.53,9.01,483.132203,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,727,67119,1057.286,5280,0,32.429,6606.097,71.554,104.062,519.677,0,3.192,0.83,157,15.453,919,90.451,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,805,67924,984.857,5333,53,24.571,6685.328,79.231,96.933,524.893,5.216,2.418,0.8,152,14.96,896,88.188,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,684,68608,840,5370,37,23,6752.65,67.322,82.676,528.535,3.642,2.264,0.77,142,13.976,865,85.136,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,689,69297,755.429,5411,41,25.857,6820.464,67.814,74.352,532.57,4.035,2.545,0.75,133,13.09,786,77.361,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,699,69996,683.429,5420,9,20,6889.262,68.798,67.266,533.456,0.886,1.968,0.74,138,13.582,766,75.393,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,370,70366,627.714,5420,0,20,6925.679,36.417,61.782,533.456,0,1.968,0.72,141,13.878,753,74.113,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,315,70681,612.714,5420,0,20,6956.682,31.003,60.306,533.456,0,1.968,0.71,138,13.582,748,73.621,0,0,0,0,0,0,0,0,0,0,59.26,4925.2,10.21,1.03,484.7561933,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,251,70932,544.714,5420,0,20,6981.387,24.704,53.613,533.456,0,1.968,0.69,127,12.5,677,66.633,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,278,71210,469.429,5447,27,16.286,7008.749,27.362,46.203,536.114,2.657,1.603,0.68,119,11.712,656,64.566,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,537,71747,448.429,5482,35,16,7061.602,52.854,44.136,539.558,3.445,1.575,0.67,108,10.63,628,61.81,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,335,72082,397.857,5500,18,12.714,7094.574,32.972,39.159,541.33,1.772,1.251,0.67,101,9.941,563,55.413,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,377,72459,351.857,5526,26,15.143,7131.68,37.106,34.631,543.889,2.559,1.49,0.67,97,9.547,523,51.476,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-11,314,72773,343.857,5526,0,15.143,7162.585,30.905,33.844,543.889,0,1.49,0.67,94,9.252,509,50.098,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,106,72879,314,5526,0,15.143,7173.018,10.433,30.905,543.889,0,1.49,0.68,94,9.252,507,49.901,0,0,0,0,0,0,0,0,0,0,59.26,4962,9.96,2.31,488.3781838,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,170,73049,302.429,5526,0,15.143,7189.75,16.732,29.766,543.889,0,1.49,0.68,91,8.957,474,46.653,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,315,73364,307.714,5545,19,14,7220.753,31.003,30.286,545.759,1.87,1.378,0.68,86,8.464,464,45.669,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,299,73663,273.714,5572,27,12.857,7250.182,29.429,26.94,548.417,2.657,1.265,0.69,79,7.775,436,42.913,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,273,73936,264.857,5593,21,13.286,7277.051,26.87,26.068,550.484,2.067,1.308,0.7,67,6.594,366,36.023,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,299,74235,253.714,5619,26,13.286,7306.48,29.429,24.971,553.043,2.559,1.308,0.71,68,6.693,341,33.562,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-18,200,74435,237.429,5619,0,13.286,7326.165,19.685,23.369,553.043,0,1.308,0.72,65,6.398,335,32.972,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-19,110,74545,238,5619,0,13.286,7336.991,10.827,23.425,553.043,0,1.308,0.74,66,6.496,337,33.169,0,0,0,0,0,0,0,0,0,0,59.26,4934.8,9.6,-1.7,485.7010604,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,131,74676,232.429,5619,0,13.286,7349.885,12.893,22.876,553.043,0,1.308,0.75,60,5.905,312,30.708,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,226,74902,219.714,5646,27,14.429,7372.129,22.244,21.625,555.7,2.657,1.42,0.76,54,5.315,322,31.692,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,297,75199,219.429,5667,21,13.571,7401.361,29.232,21.597,557.767,2.067,1.336,0.78,47,4.626,304,29.921,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,220,75419,211.857,5676,9,11.857,7423.014,21.653,20.852,558.653,0.886,1.167,0.79,53,5.216,313,30.807,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,262,75681,206.571,5697,21,11.143,7448.801,25.787,20.332,560.72,2.067,1.097,0.81,48,4.724,302,29.724,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,138,75819,197.714,5697,0,11.143,7462.383,13.582,19.46,560.72,0,1.097,0.83,50,4.921,300,29.527,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-26,42,75861,188,5697,0,11.143,7466.517,4.134,18.504,560.72,0,1.097,0.86,48,4.724,299,29.429,0,0,0,0,0,0,0,0,0,0,59.26,4945.6,9.33,0.68,486.7640359,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,71,75932,179.429,5697,0,11.143,7473.505,6.988,17.66,560.72,0,1.097,0.88,48,4.724,298,29.33,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,283,76215,187.571,5702,5,8,7501.359,27.854,18.461,561.212,0.492,0.787,0.91,46,4.527,298,29.33,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,301,76516,188.143,5730,28,9,7530.985,29.626,18.518,563.968,2.756,0.886,0.94,39,3.839,284,27.952,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,302,76818,199.857,5739,9,9,7560.708,29.724,19.671,564.853,0.886,0.886,0.96,35,3.445,258,25.393,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,258,77076,199.286,5743,4,6.571,7586.102,25.393,19.614,565.247,0.394,0.647,0.98,33,3.248,258,25.393,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,303,77379,222.857,5743,0,6.571,7615.924,29.822,21.934,565.247,0,0.647,1,33,3.248,267,26.279,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-02,38,77417,222.286,5743,0,6.571,7619.664,3.74,21.878,565.247,0,0.647,1.02,35,3.445,264,25.984,0,0,0,0,0,0,0,0,0,0,59.26,4939.4,9.05,-0.39,486.1538092,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,165,77582,235.714,5743,0,6.571,7635.904,16.24,23.2,565.247,0,0.647,1.03,34,3.346,243,23.917,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,334,77916,243,5747,4,6.429,7668.778,32.874,23.917,565.641,0.394,0.633,1.04,34,3.346,236,23.228,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,425,78341,260.714,5760,13,4.286,7710.608,41.83,25.66,566.92,1.28,0.422,1.05,33,3.248,227,22.342,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,378,78719,271.571,5766,6,3.857,7747.812,37.204,26.729,567.511,0.591,0.38,1.06,31,3.051,210,20.669,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,380,79099,289,5763,-3,2.857,7785.213,37.401,28.444,567.216,-0.295,0.281,1.06,29,2.854,210,20.669,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-08,260,79359,282.857,5763,0,2.857,7810.803,25.59,27.84,567.216,0,0.281,1.05,29,2.854,211,20.767,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-09,73,79432,287.857,5763,0,2.857,7817.988,7.185,28.332,567.216,0,0.281,1.04,29,2.854,208,20.472,0,0,0,0,0,0,0,0,0,0,59.26,5002.1,8.91,4.04,492.3249725,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,196,79628,292.286,5763,0,2.857,7837.279,19.291,28.768,567.216,0,0.281,1.04,31,3.051,221,21.752,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,417,80045,304.143,5770,7,3.286,7878.322,41.043,29.935,567.904,0.689,0.323,1.03,32,3.15,213,20.964,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,444,80489,306.857,5774,4,2,7922.022,43.7,30.202,568.298,0.394,0.197,1.02,33,3.248,218,21.456,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,362,80851,304.571,5776,2,1.429,7957.651,35.629,29.977,568.495,0.197,0.141,1.01,33,3.248,215,21.161,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,344,81195,299.429,5783,7,2.857,7991.509,33.858,29.471,569.184,0.689,0.281,1,31,3.051,209,20.571,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,226,81421,294.571,5783,0,2.857,8013.753,22.244,28.993,569.184,0,0.281,0.99,29,2.854,209,20.571,0,0,0,0,0,0,0,0,0,0,59.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-16,63,81484,293.143,5783,0,2.857,8019.953,6.201,28.852,569.184,0,0.281,0.97,29,2.854,211,20.767,0,0,0,0,0,0,0,0,0,0,59.26,5012.8,8.69,0.69,493.3781056,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,174,81658,290,5783,0,2.857,8037.079,17.126,28.543,569.184,0,0.281,0.95,32,3.15,215,21.161,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,314,81972,275.286,5790,7,2.857,8067.984,30.905,27.095,569.873,0.689,0.281,0.94,28,2.756,215,21.161,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,351,82323,262,5802,12,4,8102.531,34.547,25.787,571.054,1.181,0.394,0.94,29,2.854,217,21.358,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,333,82656,257.857,5805,3,4.143,8135.306,32.775,25.379,571.349,0.295,0.408,0.93,27,2.657,203,19.98,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,298,82954,251.286,5810,5,3.857,8164.636,29.33,24.732,571.841,0.492,0.38,0.92,26,2.559,199,19.586,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,160,83114,241.857,5810,0,3.857,8180.384,15.748,23.804,571.841,0,0.38,0.91,26,2.559,199,19.586,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-23,57,83171,241,5810,0,3.857,8185.994,5.61,23.72,571.841,0,0.38,0.9,26,2.559,199,19.586,0,0,0,0,0,0,0,0,0,0,55.56,5073.3,8.56,3.87,499.3327368,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,182,83353,242.143,5810,0,3.857,8203.907,17.913,23.833,571.841,0,0.38,0.88,22,2.165,187,18.405,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,225,83578,229.429,5814,4,3.429,8226.052,22.145,22.581,572.235,0.394,0.337,0.87,21,2.067,177,17.421,0,0,0,0,0,0,0,0,0,0,55.56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
