date,new_cases,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,new_tests,total_tests,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_smoothed,new_people_vaccinated_smoothed,stringency_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,B.1.1.7,B.1.617.2,B.1.1.529,Other,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
2020-02-11,0,1,0,,,,,,,,,,,,,,,,,,5.56,-545,-4.65,-7.16,-53.64089282,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-12,0,1,0,,,,,,,,,,,,,,,,,,5.56,-545,-4.65,-7.16,-53.64089282,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-13,0,1,0,,,,,,,,,,,,,,,,,,5.56,-545,-4.65,-7.16,-53.64089282,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-14,0,1,0,,,,,,,,,,,,,,,,,,5.56,-545,-4.65,-7.16,-53.64089282,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-15,0,1,0,,,,,,,,,,,,,,,,,,5.56,-545,-4.65,-7.16,-53.64089282,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-16,0,1,0,,,,,,,,,,,,,,,,,,5.56,-623.1,-4.56,-4.01,-61.3277804,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-17,0,1,0,,,,,,,,,,,,,,,,,,5.56,-623.1,-4.56,-4.01,-61.3277804,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-18,0,1,0,,,,,,,,,,,,,,,,,,5.56,-623.1,-4.56,-4.01,-61.3277804,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-19,0,1,0,,,,,,,,,,,,,,,,,,5.56,-623.1,-4.56,-4.01,-61.3277804,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-20,0,1,0,,,,,,,,,,,,,,,,,,5.56,-623.1,-4.56,-4.01,-61.3277804,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-21,0,1,0,,,,,,,,,,,,,,,,,,5.56,-623.1,-4.56,-4.01,-61.3277804,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-22,0,1,0,,,,,,,,,,,,,,,,,,5.56,-623.1,-4.56,-4.01,-61.3277804,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-23,0,1,0,,,,,,,,,,,,,,,,,,5.56,-812.2,-5.18,-9.39,-79.93969386,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-24,0,1,0,,,,,,,,,,,,,,,,,,5.56,-812.2,-5.18,-9.39,-79.93969386,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-25,0,1,0,,,,,,,,,,,,,,,,,,5.56,-812.2,-5.18,-9.39,-79.93969386,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-26,1,2,0.143,,,,,,,,,,,,,,,,,,5.56,-812.2,-5.18,-9.39,-79.93969386,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-27,1,3,0.286,,,,,0,0,1,,,,,,,,,,,5.56,-812.2,-5.18,-9.39,-79.93969386,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-28,8,11,1.429,,,,,0,0,1,,,,,,,,,,,5.56,-812.2,-5.18,-9.39,-79.93969386,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-02-29,3,14,1.857,,,,,0,0,1,,,,,,,,,,,5.56,-812.2,-5.18,-9.39,-79.93969386,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,14,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-03-01,0,14,1.857,,,,,0,0,1,,,,,,,,,,,5.56,-987.2,-5.59,-8.75,-97.16383375,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,14,0,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0,0
2020-03-02,5,19,2.571,,,,,0,0,3,,,,,,,,,,,13.89,-987.2,-5.59,-8.75,-97.16383375,,,,,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,19,0,13.89,13.89,20.24,20.24,16.15,16.15,18.45,18.45,0,0
2020-03-03,13,32,4.429,,,,,0,0,3,,,,,,,,,,,13.89,-987.2,-5.59,-8.75,-97.16383375,,,,,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,32,0,13.89,13.89,20.24,20.24,16.15,16.15,18.45,18.45,0,0
2020-03-04,30,62,8.571,,,,,0,0,3,,,,,,,,,,,19.44,-987.2,-5.59,-8.75,-97.16383375,,,,,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,62,0,19.44,19.44,25,25,19.27,19.27,22.02,22.02,0,0
2020-03-05,25,87,12,,,,,0,0,6,,,,,,,,,,,19.44,-987.2,-5.59,-8.75,-97.16383375,,,,,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,87,0,19.44,19.44,25,25,19.27,19.27,22.02,22.02,0,0
2020-03-06,59,146,19.286,,,,,0,0,7,,,,,,,,,,,19.44,-987.2,-5.59,-8.75,-97.16383375,,,,,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,146,0,19.44,19.44,25,25,19.27,19.27,22.02,22.02,0,0
2020-03-07,33,179,23.571,,,,2.22,0,0,7,,,,,,,,,,,19.44,-987.2,-5.59,-8.75,-97.16383375,,,,,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,179,0,19.44,19.44,25,25,19.27,19.27,22.02,22.02,0,0
2020-03-08,46,225,30.143,,,,2.21,0,0,7,,,,,,,,,,,19.44,-1053.9,-5.37,-3.44,-103.7286916,,,,,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,225,0,19.44,19.44,25,25,19.27,19.27,22.02,22.02,0,0
2020-03-09,101,326,43.857,,,,2.2,0,0,10,,,,,,,,,,,19.44,-1053.9,-5.37,-3.44,-103.7286916,,,,,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,326,0,19.44,19.44,25,25,19.27,19.27,22.02,22.02,0,0
2020-03-10,98,424,56,1,1,0.143,2.16,0,0,14,,,,,,,,,,,19.44,-1053.9,-5.37,-3.44,-103.7286916,,,,,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,424,1,19.44,19.44,25,25,19.27,19.27,22.02,22.02,0,0
2020-03-11,196,620,79.714,1,0,0.143,2.11,0,0,18,,,,,,,,,,,19.44,-1053.9,-5.37,-3.44,-103.7286916,,,,,0,0,0,0,0,0,0,3,2,0,2,1,2,0,0,0,620,1,19.44,19.44,25,25,23.96,23.96,22.02,22.02,37.5,37.5
2020-03-12,151,771,97.714,2,1,0.286,2.04,0,0,15,,,,,,,,,,,30.56,-1053.9,-5.37,-3.44,-103.7286916,,,,,0,0,1,2,0,0,0,3,2,0,2,1,2,0,0,1,771,2,30.56,30.56,34.52,34.52,32.29,32.29,31.55,31.55,37.5,37.5
2020-03-13,152,923,111,3,1,0.429,1.96,0,0,16,,,,,,,,,,,30.56,-1053.9,-5.37,-3.44,-103.7286916,,,,,0,0,1,2,0,0,0,3,2,0,2,1,2,0,0,1,923,3,30.56,30.56,34.52,34.52,32.29,32.29,31.55,31.55,37.5,37.5
2020-03-14,71,994,116.429,5,2,0.714,1.88,1,0.098,18,,,,,,,,,,,30.56,-1053.9,-5.37,-3.44,-103.7286916,,,,,0,0,1,2,0,0,0,3,2,0,2,1,2,0,0,1,994,5,30.56,30.56,34.52,34.52,32.29,32.29,31.55,31.55,37.5,37.5
2020-03-15,69,1063,119.714,7,2,1,1.81,2,0.197,23,,,,,,,,,,,30.56,-1201.4,-5.58,-7.67,-118.246181,,,,,0,0,1,2,0,0,0,3,2,0,2,1,2,0,0,1,1063,7,30.56,30.56,34.52,34.52,32.29,32.29,31.55,31.55,37.5,37.5
2020-03-16,83,1146,117.143,8,1,1.143,1.75,3,0.295,26,,,,,,,,,,,34.26,-1201.4,-5.58,-7.67,-118.246181,,,,,0,1,1,2,0,0,0,3,2,0,2,1,2,0,0,2,1146,8,34.26,34.26,41.67,41.67,36.46,36.46,36.31,36.31,37.5,37.5
2020-03-17,119,1265,120.143,14,6,1.857,1.71,3,0.295,45,,,,,,,,,,,41.67,-1201.4,-5.58,-7.67,-118.246181,,,,,2,1,1,2,0,0,0,3,2,0,2,1,2,0,0,2,1265,14,41.67,41.67,52.38,52.38,40.63,40.63,41.07,41.07,37.5,37.5
2020-03-18,145,1410,112.857,21,7,2.857,1.68,7,0.689,64,,,,,,,,,,,41.67,-1201.4,-5.58,-7.67,-118.246181,,,,,2,1,1,2,0,0,0,3,2,0,2,1,2,0,0,2,1410,21,41.67,41.67,52.38,52.38,40.63,40.63,41.07,41.07,37.5,37.5
2020-03-19,143,1553,111.714,30,9,4,1.67,31,3.051,207,,,,,,,,,,,47.22,-1201.4,-5.58,-7.67,-118.246181,,,,,2,1,1,2,0,0,1,3,2,0,2,1,2,0,0,2,1553,30,47.22,47.22,61.9,61.9,43.75,43.75,44.64,44.64,37.5,37.5
2020-03-20,180,1733,115.714,38,8,5,1.66,35,3.445,265,,,,,,,,,,,47.22,-1201.4,-5.58,-7.67,-118.246181,,,,,2,1,1,2,0,0,1,3,2,0,2,1,2,0,0,2,1733,38,47.22,47.22,61.9,61.9,43.75,43.75,44.64,44.64,37.5,37.5
2020-03-21,135,1868,124.857,49,11,6.286,1.65,56,5.512,317,,,,,,,,,,,47.22,-1201.4,-5.58,-7.67,-118.246181,,,,,2,1,1,2,0,0,1,3,2,0,2,1,2,0,0,2,1868,49,47.22,47.22,61.9,61.9,43.75,43.75,44.64,44.64,37.5,37.5
2020-03-22,118,1986,131.857,60,11,7.571,1.64,62,6.102,383,,,,,,,,,,,47.22,-1112.1,-4.76,4.9,-109.4569485,,,,,2,1,1,2,0,0,1,3,2,0,2,1,2,0,0,2,1986,60,47.22,47.22,61.9,61.9,43.75,43.75,44.64,44.64,37.5,37.5
2020-03-23,182,2168,146,81,21,10.429,1.63,94,9.252,460,,,,,,,,,,,47.22,-1112.1,-4.76,4.9,-109.4569485,,,,,2,1,1,2,0,0,1,3,2,0,2,1,1,0,0,2,2168,81,47.22,47.22,61.9,61.9,40.62,40.62,41.07,41.07,37.5,37.5
2020-03-24,230,2398,161.857,103,22,12.714,1.62,106,10.433,530,,,,,,,,,,,47.22,-1112.1,-4.76,4.9,-109.4569485,,,,,2,1,1,2,0,0,1,3,2,0,2,1,1,0,0,2,2398,103,47.22,47.22,61.9,61.9,40.62,40.62,41.07,41.07,37.5,37.5
2020-03-25,314,2712,186,134,31,16.143,1.62,132,12.992,637,,,,,,,,,,,50.93,-1112.1,-4.76,4.9,-109.4569485,,,,,2,1,1,2,0,1,1,3,2,0,2,1,1,0,0,2,2712,134,50.93,50.93,61.9,61.9,42.71,42.71,43.45,43.45,37.5,37.5
2020-03-26,286,2998,206.429,166,32,19.429,1.61,161,15.846,750,,,,,,,,,,,50.93,-1112.1,-4.76,4.9,-109.4569485,,,,,2,1,1,2,0,1,1,3,2,0,2,1,1,0,0,2,2998,166,50.93,50.93,61.9,61.9,42.71,42.71,43.45,43.45,37.5,37.5
2020-03-27,365,3363,232.857,201,35,23.286,1.6,187,18.405,879,,,,,,,,,,,50.93,-1112.1,-4.76,4.9,-109.4569485,,,,,2,1,1,2,0,1,1,3,2,0,2,1,1,0,0,2,3363,201,50.93,50.93,61.9,61.9,42.71,42.71,43.45,43.45,37.5,37.5
2020-03-28,300,3663,256.429,239,38,27.143,1.59,199,19.586,947,,,,,,,,,,,50.93,-1112.1,-4.76,4.9,-109.4569485,,,,,2,1,1,2,0,1,1,3,2,0,2,1,1,0,0,2,3663,239,50.93,50.93,61.9,61.9,42.71,42.71,43.45,43.45,37.5,37.5
2020-03-29,280,3943,279.571,284,45,32,1.57,221,21.752,1044,,,,,,,,,,,59.26,-870,-3.45,13.12,-85.62858121,,,,,2,1,2,3,0,1,1,3,2,0,2,1,1,0,0,2,3943,284,59.26,59.26,66.67,66.67,47.4,47.4,48.81,48.81,37.5,37.5
2020-03-30,416,4359,313,332,48,35.857,1.55,262,25.787,1162,,,,,,,,,,,59.26,-870,-3.45,13.12,-85.62858121,,,,,2,1,2,3,0,1,1,3,2,0,2,1,1,0,0,2,4359,332,59.26,59.26,66.67,66.67,47.4,47.4,48.81,48.81,37.5,37.5
2020-03-31,475,4834,348,385,53,40.286,1.52,298,29.33,1295,,,,,,,,,,,59.26,-870,-3.45,13.12,-85.62858121,,,,,2,1,2,3,0,1,1,3,2,0,2,1,1,0,0,2,4834,385,59.26,59.26,66.67,66.67,47.4,47.4,48.81,48.81,37.5,37.5
2020-04-01,486,5320,372.571,455,70,45.857,1.49,315,31.003,1381,,,,,,,,,,,64.81,-870,-3.45,13.12,-85.62858121,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,5320,455,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-02,554,5874,410.857,535,80,52.714,1.47,342,33.661,1486,,,,,,,,,,,64.81,-870,-3.45,13.12,-85.62858121,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,5874,535,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-03,601,6475,444.571,605,70,57.714,1.44,361,35.531,1523,,,,,,,,,,,64.81,-870,-3.45,13.12,-85.62858121,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,6475,605,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-04,357,6832,452.714,373,-232,19.143,1.41,378,37.204,1569,,,,,,,,,,,64.81,-870,-3.45,13.12,-85.62858121,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,6832,373,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-05,340,7172,461.286,401,28,16.714,1.38,404,39.763,1773,,,,,,,,,,,64.81,-265.2,-0.98,33.14,-26.10195372,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,7172,401,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-06,389,7561,457.429,477,76,20.714,1.36,422,41.535,1807,,,,,,,,,,,64.81,-265.2,-0.98,33.14,-26.10195372,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,7561,477,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-07,738,8299,495,591,114,29.429,1.33,434,42.716,1864,,,,,,,,,,,64.81,-265.2,-0.98,33.14,-26.10195372,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,8299,591,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-08,655,8954,519.143,687,96,33.143,1.3,454,44.684,1912,,,,,,,,,,,64.81,-265.2,-0.98,33.14,-26.10195372,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,8954,687,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-09,645,9599,532.143,793,106,36.857,1.27,465,45.767,1922,,,,,,,,,,,64.81,-265.2,-0.98,33.14,-26.10195372,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,9599,793,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-10,454,10053,511.143,870,77,37.857,1.25,482,47.44,2011,,,,,,,,,,,64.81,-265.2,-0.98,33.14,-26.10195372,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,10053,870,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-11,395,10448,516.571,887,17,73.429,1.23,494,48.621,2054,,,,,,,,,,,64.81,-265.2,-0.98,33.14,-26.10195372,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,10448,887,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-12,464,10912,534.286,899,12,71.143,1.21,504,49.606,2104,,,,,,,,,,,64.81,582.6,2.02,47.96,57.34162231,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,10912,899,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-13,437,11349,541.143,919,20,63.143,1.19,517,50.885,2175,,,,,,,,,,,64.81,582.6,2.02,47.96,57.34162231,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,11349,919,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-14,479,11828,504.143,1033,114,63.143,1.18,518,50.983,2199,,,,,,,,,,,64.81,582.6,2.02,47.96,57.34162231,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,11828,1033,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-15,604,12432,496.857,1203,170,73.714,1.17,526,51.771,2228,,,,,,,,,,,64.81,582.6,2.02,47.96,57.34162231,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,12432,1203,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-16,623,13055,493.714,1333,130,77.143,1.16,522,51.377,2228,,,,,,,,,,,64.81,582.6,2.02,47.96,57.34162231,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,13055,1333,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-17,688,13743,527.143,1400,67,75.714,1.16,516,50.787,2265,,,,,,,,,,,64.81,582.6,2.02,47.96,57.34162231,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,13743,1400,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-18,532,14275,546.714,1511,111,89.143,1.15,526,51.771,2219,,,,,,,,,,,64.81,582.6,2.02,47.96,57.34162231,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,14275,1511,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-19,388,14663,535.857,1540,29,91.571,1.14,513,50.491,2275,,,,,,,,,,,64.81,1372.2,4.49,44.31,135.0569415,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,14663,1540,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-20,461,15124,539.286,1580,40,94.429,1.13,539,53.05,2319,,,,,,,,,,,64.81,1372.2,4.49,44.31,135.0569415,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,15124,1580,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-21,707,15831,571.857,1765,185,104.571,1.12,520,51.18,2233,,,,,,,,,,,64.81,1372.2,4.49,44.31,135.0569415,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,15831,1765,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-22,722,16553,588.714,1937,172,104.857,1.11,515,50.688,2240,,,,,,,,,,,64.81,1372.2,4.49,44.31,135.0569415,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,16553,1937,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-23,758,17311,608,2021,84,98.286,1.1,539,53.05,2243,,,,,,,,,,,64.81,1372.2,4.49,44.31,135.0569415,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,17311,2021,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-24,779,18090,621,2152,131,107.429,1.1,537,52.854,2236,,,,,,,,,,,64.81,1372.2,4.49,44.31,135.0569415,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,18090,2152,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-25,473,18563,612.571,2192,40,97.286,1.09,551,54.231,2244,,,,,,,,,,,64.81,1372.2,4.49,44.31,135.0569415,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,18563,2192,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-26,300,18863,600,2194,2,93.429,1.07,542,53.346,2262,,,,,,,,,,,64.81,1971.6,6.1,34.92,194.0520813,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,18863,2194,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-27,563,19426,614.571,2274,80,99.143,1.06,533,52.46,2312,,,,,,,,,,,64.81,1971.6,6.1,34.92,194.0520813,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,19426,2274,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-28,742,20168,619.571,2355,81,84.286,1.05,529,52.066,2278,,,,,,,,,,,64.81,1971.6,6.1,34.92,194.0520813,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,20168,2355,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-29,798,20966,630.429,2462,107,75,1.04,541,53.247,2221,,,,,,,,,,,64.81,1971.6,6.1,34.92,194.0520813,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,20966,2462,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-04-30,635,21601,612.857,2586,124,80.714,1.03,521,51.279,2229,,,,,,,,,,,64.81,1971.6,6.1,34.92,194.0520813,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,21601,2586,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-01,532,22133,577.571,2653,67,71.571,1.02,518,50.983,2144,,,,,,,,,,,64.81,1971.6,6.1,34.92,194.0520813,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,22133,2653,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-02,299,22432,552.714,2669,16,68.143,1.02,518,50.983,2172,,,,,,,,,,,64.81,1971.6,6.1,34.92,194.0520813,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,22432,2669,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-03,261,22693,547.143,2679,10,69.286,1.02,512,50.393,2205,,,,,,,,,,,64.81,2592.3,7.63,37.22,255.1436449,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,22693,2679,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-04,476,23169,534.714,2769,90,70.714,1.02,511,50.294,2255,,,,,,,,,,,64.81,2592.3,7.63,37.22,255.1436449,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,23169,2769,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-05,657,23826,522.571,2854,85,71.286,1.03,497,48.917,2264,,,,,,,,,,,64.81,2592.3,7.63,37.22,255.1436449,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,23826,2854,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-06,746,24572,515.143,2941,87,68.429,1.03,487,47.932,2220,,,,,,,,,,,64.81,2592.3,7.63,37.22,255.1436449,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,24572,2941,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-07,787,25359,536.857,3040,99,64.857,1.03,480,47.243,2184,,,,,,,,,,,64.81,2592.3,7.63,37.22,255.1436449,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,25359,3040,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-08,700,26059,560.857,3175,135,74.571,1.03,467,45.964,2120,,,,,,,,,,,64.81,2592.3,7.63,37.22,255.1436449,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,26059,3175,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-09,509,26568,590.857,3220,45,78.714,1.03,464,45.669,2064,,,,,,,,,,,64.81,2592.3,7.63,37.22,255.1436449,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,26568,3220,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-10,278,26846,593.286,3225,5,78,1.03,448,44.094,2065,,,,,,,,,,,64.81,3171.7,8.9,34.99,312.1703115,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,26846,3225,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-11,455,27301,590.286,3256,31,69.571,1.02,437,43.011,2072,,,,,,,,,,,64.81,3171.7,8.9,34.99,312.1703115,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,27301,3256,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
