date,new_cases,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,new_tests,total_tests,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_smoothed,new_people_vaccinated_smoothed,stringency_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,B.1.1.7,B.1.617.2,B.1.1.529,Other,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
2020-05-12,754,28055,604.143,3313,57,65.571,1.02,426,41.928,1993,,,,,,,,,,,64.81,3171.7,8.9,34.99,312.1703115,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,28055,3313,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-13,700,28755,597.571,3460,147,74.143,1.02,415,40.846,1970,,,,,,,,,,,64.81,3171.7,8.9,34.99,312.1703115,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,28755,3460,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-14,660,29415,579.429,3529,69,69.857,1.02,403,39.665,1911,,,,,,,,,,,64.81,3171.7,8.9,34.99,312.1703115,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,29415,3529,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-15,688,30103,577.714,3646,117,67.286,1.02,391,38.484,1853,,,,,,,,,,,64.81,3171.7,8.9,34.99,312.1703115,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,30103,3646,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-16,358,30461,556.143,3674,28,64.857,1.01,383,37.696,1834,,,,,,,,,,,64.81,3171.7,8.9,34.99,312.1703115,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,30461,3674,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-17,259,30720,553.429,3679,5,64.857,1.02,387,38.09,1833,,,,,,,,,,,64.81,3623.3,9.74,28.39,356.6184348,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,30720,3679,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-18,431,31151,550,3698,19,63.143,1.02,385,37.893,1845,,,,,,,,,,,64.81,3623.3,9.74,28.39,356.6184348,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,31151,3698,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-19,667,31818,537.571,3743,45,61.429,1.02,369,36.318,1793,,,,,,,,,,,64.81,3623.3,9.74,28.39,356.6184348,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,31818,3743,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-20,808,32626,553,3831,88,53,1.03,367,36.121,1765,,,,,,,,,,,64.81,3623.3,9.74,28.39,356.6184348,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,32626,3831,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-21,610,33236,545.857,3871,40,48.857,1.03,360,35.433,1724,,,,,,,,,,,64.81,3623.3,9.74,28.39,356.6184348,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,33236,3871,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-22,532,33768,523.571,3925,54,39.857,1.04,356,35.039,1742,,,,,,,,,,,64.81,3623.3,9.74,28.39,356.6184348,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,33768,3925,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-23,403,34171,530,3992,67,45.429,1.05,347,34.153,1725,,,,,,,,,,,64.81,3623.3,9.74,28.39,356.6184348,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,34171,3992,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-24,210,34381,523,3998,6,45.571,1.06,355,34.94,1728,,,,,,,,,,,64.81,4013.5,10.35,24.68,395.0233456,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,34381,3998,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-25,490,34871,531.429,4029,31,47.286,1.07,348,34.251,1769,,,,,,,,,,,64.81,4013.5,10.35,24.68,395.0233456,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,34871,4029,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-26,746,35617,542.714,4125,96,54.571,1.09,339,33.366,1784,,,,,,,,,,,64.81,4013.5,10.35,24.68,395.0233456,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,35617,4125,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-27,800,36417,541.571,4220,95,55.571,1.1,322,31.692,1721,,,,,,,,,,,64.81,4013.5,10.35,24.68,395.0233456,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,36417,4220,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-28,774,37191,565,4266,46,56.429,1.11,322,31.692,1673,,,,,,,,,,,64.81,4013.5,10.35,24.68,395.0233456,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,37191,4266,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-29,773,37964,599.429,4350,84,60.714,1.12,315,31.003,1650,,,,,,,,,,,64.81,4013.5,10.35,24.68,395.0233456,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,37964,4350,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-30,432,38396,603.571,4395,45,57.571,1.13,310,30.511,1619,,,,,,,,,,,64.81,4013.5,10.35,24.68,395.0233456,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,38396,4395,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-05-31,265,38661,611.429,4395,0,56.714,1.14,317,31.2,1635,,,,,,,,,,,64.81,4140.3,10.26,8.01,407.5034653,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,38661,4395,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-06-01,648,39309,634,4403,8,53.429,1.15,313,30.807,1684,,,,,,,,,,,64.81,4140.3,10.26,8.01,407.5034653,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,39309,4403,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-06-02,901,40210,656.143,4468,65,49,1.16,309,30.413,1650,,,,,,,,,,,64.81,4140.3,10.26,8.01,407.5034653,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,40210,4468,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-06-03,1046,41256,691.286,4542,74,46,1.17,311,30.61,1591,,,,,,,,,,,64.81,4140.3,10.26,8.01,407.5034653,,,,,2,1,2,3,1,1,1,3,2,0,2,1,1,0,0,3,41256,4542,64.81,64.81,76.19,76.19,52.6,52.6,54.76,54.76,37.5,37.5
2020-06-04,1039,42295,729.143,4562,20,42.286,1.17,299,29.429,1583,,,,,,,,,,,64.81,4140.3,10.26,8.01,407.5034653,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,42295,4562,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-05,1146,43441,782.429,4639,77,41.286,1.18,290,28.543,1539,,,,,,,,,,,64.81,4140.3,10.26,8.01,407.5034653,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,43441,4639,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-06,783,44224,832.571,4656,17,37.286,1.17,293,28.838,1511,,,,,,,,,,,64.81,4140.3,10.26,8.01,407.5034653,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,44224,4656,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-07,462,44686,860.714,4659,3,37.714,1.17,299,29.429,1520,,,,,,,,,,,64.81,4381.7,10.45,15.47,431.2629359,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,44686,4659,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-08,677,45363,864.857,4694,35,41.571,1.16,293,28.838,1568,,,,,,,,,,,64.81,4381.7,10.45,15.47,431.2629359,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,45363,4694,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-09,936,46299,869.857,4717,23,35.571,1.16,280,27.559,1469,,,,,,,,,,,64.81,4381.7,10.45,15.47,431.2629359,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,46299,4717,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-10,1437,47736,925.714,4795,78,36.143,1.16,279,27.46,1436,,,,,,,,,,,64.81,4381.7,10.45,15.47,431.2629359,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,47736,4795,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-11,1294,49030,962.143,4814,19,36,1.15,270,26.574,1386,,,,,,,,,,,64.81,4381.7,10.45,15.47,431.2629359,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,49030,4814,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-12,1337,50367,989.429,4854,40,30.714,1.14,267,26.279,1369,,,,,,,,,,,64.81,4381.7,10.45,15.47,431.2629359,,,,,2,1,2,3,1,1,1,3,2,0,2,2,1,0,0,3,50367,4854,64.81,64.81,76.19,76.19,54.69,54.69,57.14,57.14,37.5,37.5
2020-06-13,1042,51409,1026.429,4874,20,31.143,1.13,256,25.196,1323,,,,,,,,,,,59.26,4381.7,10.45,15.47,431.2629359,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,51409,4874,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-14,418,51827,1020.143,4874,0,30.714,1.11,263,25.885,1328,,,,,,,,,,,59.26,4605.1,10.59,14.43,453.2507808,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,51827,4874,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-15,684,52511,1021.143,4891,17,28.143,1.1,244,24.015,1303,,,,,,,,,,,59.26,4605.1,10.59,14.43,453.2507808,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,52511,4891,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-16,1218,53729,1061.429,4939,48,31.714,1.09,237,23.326,1281,,,,,,,,,,,59.26,4605.1,10.59,14.43,453.2507808,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,53729,4939,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-17,1457,55186,1064.286,5041,102,35.143,1.07,232,22.834,1240,,,,,,,,,,,59.26,4605.1,10.59,14.43,453.2507808,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,55186,5041,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-18,1496,56682,1093.143,5053,12,34.143,1.06,224,22.047,1197,,,,,,,,,,,59.26,4605.1,10.59,14.43,453.2507808,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,56682,5053,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-19,1213,57895,1075.429,5053,0,28.429,1.04,217,21.358,1177,,,,,,,,,,,59.26,4605.1,10.59,14.43,453.2507808,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,57895,5053,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-20,702,58597,1026.857,5053,0,25.571,1.02,215,21.161,1173,,,,,,,,,,,59.26,4605.1,10.59,14.43,453.2507808,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,58597,5053,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-21,321,58918,1013,5053,0,25.571,1.01,212,20.866,1179,,,,,,,,,,,59.26,4766.1,10.58,10.32,469.0969895,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,58918,5053,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-22,800,59718,1029.571,5053,0,23.143,1,203,19.98,1168,,,,,,,,,,,59.26,4766.1,10.58,10.32,469.0969895,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,59718,5053,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-23,1312,61030,1043,5161,108,31.714,0.98,203,19.98,1153,,,,,,,,,,,59.26,4766.1,10.58,10.32,469.0969895,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,61030,5161,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-24,1698,62728,1077.429,5209,48,24,0.97,192,18.897,1109,,,,,,,,,,,59.26,4766.1,10.58,10.32,469.0969895,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,62728,5209,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-25,1281,64009,1046.714,5230,21,25.286,0.94,181,17.815,1019,,,,,,,,,,,59.26,4766.1,10.58,10.32,469.0969895,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,64009,5230,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-26,1203,65212,1045.286,5280,50,32.429,0.92,174,17.126,997,,,,,,,,,,,59.26,4766.1,10.58,10.32,469.0969895,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,65212,5280,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-27,760,65972,1053.571,5280,0,32.429,0.89,167,16.437,983,,,,,,,,,,,59.26,4766.1,10.58,10.32,469.0969895,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,65972,5280,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-28,420,66392,1067.714,5280,0,32.429,0.86,166,16.338,990,,,,,,,,,,,59.26,4908.7,10.53,9.01,483.132203,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,66392,5280,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-29,727,67119,1057.286,5280,0,32.429,0.83,157,15.453,919,11789,11789,,,,,,,,,59.26,4908.7,10.53,9.01,483.132203,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,67119,5280,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-06-30,805,67924,984.857,5333,53,24.571,0.8,152,14.96,896,11789,23578,,,,,,,,,59.26,4908.7,10.53,9.01,483.132203,,,,,2,1,2,3,1,1,0,3,2,0,2,2,1,0,0,3,67924,5333,59.26,59.26,73.81,73.81,51.56,51.56,53.57,53.57,37.5,37.5
2020-07-01,684,68608,840,5370,37,23,0.78,142,13.976,865,11789,35367,,,,,,,,,59.26,4908.7,10.53,9.01,483.132203,,,,,2,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,68608,5370,59.26,59.26,73.81,73.81,54.69,54.69,53.57,53.57,62.5,62.5
2020-07-02,689,69297,755.429,5411,41,25.857,0.76,133,13.09,786,11789,47156,,,,,,,,,59.26,4908.7,10.53,9.01,483.132203,,,,,2,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,69297,5411,59.26,59.26,73.81,73.81,54.69,54.69,53.57,53.57,62.5,62.5
2020-07-03,699,69996,683.429,5420,9,20,0.74,138,13.582,766,11789,58945,,,,,,,,,59.26,4908.7,10.53,9.01,483.132203,,,,,2,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,69996,5420,59.26,59.26,73.81,73.81,54.69,54.69,53.57,53.57,62.5,62.5
2020-07-04,370,70366,627.714,5420,0,20,0.73,141,13.878,753,11789,70734,,,,,,,,,59.26,4908.7,10.53,9.01,483.132203,,,,,2,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,70366,5420,59.26,59.26,73.81,73.81,54.69,54.69,53.57,53.57,62.5,62.5
2020-07-05,315,70681,612.714,5420,0,20,0.71,138,13.582,748,11789,82523,,,,,,,,,59.26,4925.2,10.21,1.03,484.7561933,,,,,2,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,70681,5420,59.26,59.26,73.81,73.81,54.69,54.69,53.57,53.57,62.5,62.5
