date,cases,total cases,death,total death,intensive care,hosp_patients,airplane passengers monthly average,min temp,max temp,school closures,retail and recreation,grocery and pharmacy,residential,transit stations,parks,workplaces,total doses,total new doses,total vaccinated,cancel public events,stringency index,stay home requirements,face coverings,public information campaigns,close public transport,international travel control,testing policy,Workplace closing,Restrictions on gatherings,Restrictions on internal movement,International travel controls,Income support,Debt/contract relief,Contact tracing,Vaccination policy,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
2020-03-02,5,19,0,0,0,3,12663,2.7,7.4,0,5,3,0.857,-2.143,7,-3.286,0,0,0,0,13.89,0,0,1,0,3,1,0,0,0,3,0,0,2,0,16.15,18.45,0
2020-03-03,13,32,0,0,0,3,12663,3.1,4.9,0,3.857,2,0.857,-2.286,6.571,-3,0,0,0,0,13.89,0,0,1,0,3,1,0,0,0,3,0,0,2,0,16.15,18.45,0
2020-03-04,30,62,0,0,0,3,12663,0.8,2.5,0,2.857,1.571,0.857,-2.286,5.714,-2.714,0,0,0,0,19.44,0,0,2,0,3,1,0,0,0,3,0,0,2,0,19.27,22.02,0
2020-03-05,25,87,0,0,0,6,12663,1.2,3.4,0,1.857,1.429,0.857,-2.571,5.429,-2.286,0,0,0,0,19.44,0,0,2,0,3,1,0,0,0,3,0,0,2,0,19.27,22.02,0
2020-03-06,59,146,0,0,1,7,12663,-0.9,6.9,0,1.143,1.286,0.857,-2.571,6.571,-1.714,0,0,0,0,19.44,0,0,2,0,3,1,0,0,0,3,0,0,2,0,19.27,22.02,0
2020-03-07,33,179,0,0,1,7,12663,0.7,5.4,0,0.714,1.286,0.857,-2.429,10.571,-1.714,0,0,0,0,19.44,0,0,2,0,3,1,0,0,0,3,0,0,2,0,19.27,22.02,0
2020-03-08,46,225,0,0,1,7,12663,2.4,7.8,0,1,1.286,0.857,-2.429,11.571,-1.571,0,0,0,0,19.44,0,0,2,0,3,1,0,0,0,3,0,0,2,0,19.27,22.02,0
2020-03-09,101,326,0,0,0,10,12663,5.5,10.3,0,0.571,1,0.857,-2.714,11.286,-1.286,0,0,0,0,19.44,0,0,2,0,3,1,0,0,0,3,0,0,2,0,19.27,22.02,0
2020-03-10,98,424,1,1,2,14,12663,4.3,6.9,0,0,0.857,0.857,-3,11,-1,0,0,0,0,19.44,0,0,2,0,3,1,0,0,0,3,0,0,2,0,19.27,22.02,0
2020-03-11,196,620,0,1,1,18,12663,3.6,7.1,0,-0.286,1.571,1,-3.286,12.714,-0.857,0,0,0,0,19.44,0,0,2,0,3,1,0,0,0,3,2,0,2,0,23.96,22.02,37.5
2020-03-12,151,771,1,2,0,15,12663,0.8,6.1,0,-2,2.714,1.429,-5,9.143,-1.143,0,0,0,1,30.56,0,0,2,0,3,1,0,2,0,3,2,0,2,0,32.29,31.55,37.5
2020-03-13,152,923,1,3,2,16,12663,1.2,3.8,0,-4.143,3.714,2.143,-7.571,5.143,-2.286,0,0,0,1,30.56,0,0,2,0,3,1,0,2,0,3,2,0,2,0,32.29,31.55,37.5
2020-03-14,71,994,2,5,6,18,12663,-3.8,1.9,0,-7.286,4.429,2.571,-10.286,8.429,-3.143,0,0,0,1,30.56,0,0,2,0,3,1,0,2,0,3,2,0,2,0,32.29,31.55,37.5
2020-03-15,69,1063,2,7,5,23,12663,1.1,6,0,-11,4.429,3.143,-13.714,6.286,-4.429,0,0,0,1,30.56,0,0,2,0,3,1,0,2,0,3,2,0,2,0,32.29,31.55,37.5
2020-03-16,83,1146,1,8,5,26,12663,0.9,5.7,0,-13.429,4.857,4.143,-16.571,6.714,-6.857,0,0,0,1,34.26,0,0,2,0,3,1,1,2,0,3,2,0,2,0,36.46,36.31,37.5
2020-03-17,119,1265,6,14,3,45,12663,3.6,8,2,-16.286,4.714,5.286,-20.286,6.571,-9.857,0,0,0,1,41.67,0,0,2,0,3,1,1,2,0,3,2,0,2,0,40.63,41.07,37.5
2020-03-18,145,1410,7,21,15,64,12663,4.7,7.7,2,-19.429,3.714,6.571,-24.571,5.286,-13.571,0,0,0,1,41.67,0,0,2,0,3,1,1,2,0,3,2,0,2,0,40.63,41.07,37.5
2020-03-19,143,1553,9,30,8,207,12663,2.7,9.3,2,-20.857,1.857,7.571,-27.286,13.429,-17,0,0,0,1,47.22,0,0,2,0,3,1,1,2,1,3,2,0,2,0,43.75,44.64,37.5
2020-03-20,180,1733,8,38,17,265,12663,0.3,3.9,2,-22.429,0,8.429,-29.857,15.571,-19.571,0,0,0,1,47.22,0,0,2,0,3,1,1,2,1,3,2,0,2,0,43.75,44.64,37.5
2020-03-21,135,1868,11,49,13,317,12663,-1,3.1,2,-23.714,-2,8.857,-32,16.571,-20.571,0,0,0,1,47.22,0,0,2,0,3,1,1,2,1,3,2,0,2,0,43.75,44.64,37.5
2020-03-22,118,1986,11,60,27,383,12663,-2.8,4.5,2,-23.857,-3,8.857,-32.429,26.857,-21.286,0,0,0,1,47.22,0,0,2,0,3,1,1,2,1,3,2,0,2,0,43.75,44.64,37.5
2020-03-23,182,2168,21,81,37,460,12663,0.6,5.2,2,-24.714,-4.571,9.286,-34.286,26.429,-22.714,0,0,0,1,47.22,0,0,2,0,3,1,1,2,1,3,2,0,1,0,40.62,41.07,37.5
2020-03-24,230,2398,22,103,32,530,12663,0.6,8.2,2,-24.857,-5.571,9.571,-35,29.286,-23.714,0,0,0,1,47.22,0,0,2,0,3,1,1,2,1,3,2,0,1,0,40.62,41.07,37.5
2020-03-25,314,2712,31,134,31,637,12663,3.2,11.3,2,-23.857,-5,9.571,-34.857,32.714,-23.857,0,0,0,1,50.93,1,0,2,0,3,1,1,2,1,3,2,0,1,0,42.71,43.45,37.5
2020-03-26,286,2998,32,166,40,750,12663,3.3,12.3,2,-23.286,-5,9.571,-34.857,33.857,-23.857,0,0,0,1,50.93,1,0,2,0,3,1,1,2,1,3,2,0,1,0,42.71,43.45,37.5
2020-03-27,365,3363,35,201,29,879,12663,1.9,12,2,-22.571,-5,9.429,-34.571,38.429,-24,0,0,0,1,50.93,1,0,2,0,3,1,1,2,1,3,2,0,1,0,42.71,43.45,37.5
2020-03-28,300,3663,38,239,28,947,12663,3.9,10.7,2,-22.286,-4.857,9.429,-34.714,36.429,-24.286,0,0,0,1,50.93,1,0,2,0,3,1,1,2,1,3,2,0,1,0,42.71,43.45,37.5
2020-03-29,280,3943,45,284,41,1044,12663,-2.1,4.4,2,-22,-5,9.429,-35.143,34.429,-24.714,0,0,0,2,59.26,1,0,2,0,3,1,1,3,1,3,2,0,1,0,47.4,48.81,37.5
2020-03-30,416,4359,48,332,29,1162,12663,-1.8,2.6,2,-21.571,-5.286,9.429,-35.286,34.429,-25,0,0,0,2,59.26,1,0,2,0,3,1,1,3,1,3,2,0,1,0,47.4,48.81,37.5
2020-03-31,475,4834,53,385,34,1295,12663,-1.5,8.3,2,-21.143,-5.286,9.429,-35.286,35.143,-25.143,0,0,0,2,59.26,1,0,2,0,3,1,1,3,1,3,2,0,1,0,47.4,48.81,37.5
2020-04-01,486,5320,70,455,48,1381,482,3.7,10,2,-21.571,-6.143,9.429,-35.571,35.429,-25.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-02,554,5874,80,535,47,1486,482,2.2,9.6,2,-22.857,-7,9.714,-36.714,27.714,-25.571,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-03,601,6475,70,605,39,1523,482,1.8,7.3,2,-23.714,-7.286,10,-37.571,22.429,-25.857,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-04,357,6832,-232,373,36,1569,482,1.1,7.7,2,-24,-7.429,10,-38,23.143,-26,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-05,340,7172,28,401,44,1773,482,3.7,10.2,2,-24.143,-7.286,10.143,-38.143,26.857,-26,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-06,389,7561,76,477,44,1807,482,6.7,15,2,-22.714,-6.143,10.143,-37.571,38.857,-27,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-07,738,8299,114,591,45,1864,482,6.4,12,2,-21.429,-4.857,10.143,-37.571,44.286,-28,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-08,655,8954,96,687,47,1912,482,6.9,14.8,2,-19.429,-2.857,10,-37.286,51.429,-29.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-09,645,9599,106,793,36,1922,482,6.7,10.4,2,-16,0.857,9.857,-36.429,63.857,-31.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-10,454,10053,77,870,36,2011,482,3,10.4,2,-18.857,-1,11,-38.286,81.429,-38.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-11,395,10448,17,887,45,2054,482,4.5,11.2,2,-21,-2.429,11,-38.857,85.286,-39.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-12,464,10912,12,899,36,2104,482,6.5,13.5,2,-22.286,-3.571,11,-39.714,83.143,-40.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-13,437,11349,20,919,43,2175,482,3.1,7.4,2,-26,-6.143,12.714,-43.429,76.143,-46.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-14,479,11828,114,1033,41,2199,482,2,8.4,2,-26.857,-7.286,12.714,-43.571,71.429,-46,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-15,604,12432,170,1203,32,2228,482,6,15.8,2,-28.429,-9.286,12.857,-43.429,69.429,-45.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-16,623,13055,130,1333,33,2228,482,6.9,11.7,2,-30.714,-12.286,12.714,-43.429,65,-43.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-17,688,13743,67,1400,39,2265,482,4,10.5,2,-26.857,-9.857,11.286,-40.857,54.571,-36.429,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-18,532,14275,111,1511,29,2219,482,3.3,9.4,2,-24.571,-8.429,11.143,-39.429,54.429,-34.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-19,388,14663,29,1540,33,2275,482,5.3,12.6,2,-22.857,-7.429,10.857,-37.714,61.571,-33.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-20,461,15124,40,1580,28,2319,482,8,15.2,2,-19.143,-5.143,8.857,-33.571,66.571,-25.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-21,707,15831,185,1765,34,2233,482,8.5,17.6,2,-18.286,-4.857,8.429,-32.286,80.429,-24.571,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-22,722,16553,172,1937,49,2240,482,9.4,17.2,2,-17.429,-4.714,8,-31.571,89.143,-23.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-23,758,17311,84,2021,27,2243,482,10,16.7,2,-16.571,-4.571,7.714,-30.714,97,-23,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-24,779,18090,131,2152,46,2236,482,6.3,11.7,2,-15.857,-4.286,7.571,-30.429,96.143,-22.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-25,473,18563,40,2192,28,2244,482,5.5,10.7,2,-14.571,-3.714,7.571,-30.143,94.714,-22,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-26,300,18863,2,2194,26,2262,482,5.8,11,2,-13.286,-3,7.571,-30.143,91.571,-21.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-27,563,19426,80,2274,28,2312,482,4.1,10.3,2,-13.429,-3.143,7.714,-30.714,82.857,-21.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-28,742,20168,81,2355,32,2278,482,1.6,5.4,2,-13.857,-3.143,7.714,-31.714,67.714,-21.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-29,798,20966,107,2462,25,2221,482,2.1,7.2,2,-13.857,-2.286,7.857,-32.286,55,-21.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-04-30,635,21601,124,2586,33,2229,482,3,8.4,2,-13.286,0,7.857,-32.857,46.286,-22.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-01,532,22133,67,2653,15,2144,820,6.1,8.1,2,-18,-3.286,9.714,-36.571,44.143,-30.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-02,299,22432,16,2669,28,2172,820,8.9,14.4,2,-18.571,-3.857,9.714,-37,45.286,-30.429,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-03,261,22693,10,2679,27,2205,820,8.5,16.2,2,-19.286,-4.286,9.571,-36.857,47,-30.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-04,476,23169,90,2769,25,2255,820,5.1,13.3,2,-19.429,-4.143,9.429,-36.857,49,-30.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-05,657,23826,85,2854,20,2264,820,5.2,12,2,-19.143,-4,9.571,-36.429,56,-29.857,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-06,746,24572,87,2941,26,2220,820,8.9,15.3,2,-19.286,-4.571,9.571,-36,63.143,-29.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-07,787,25359,99,3040,28,2184,820,6.7,12.7,2,-19.857,-6.571,9.429,-35.429,69.143,-28.429,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-08,700,26059,135,3175,26,2120,820,9.7,16.4,2,-15.286,-3.286,7.286,-31.286,76.143,-20.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-09,509,26568,45,3220,14,2064,820,8,14.1,2,-14.714,-2.714,6.857,-29.857,85.429,-19.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-10,278,26846,5,3225,17,2065,820,9.6,17.5,2,-15,-2.429,7.143,-31.143,76.857,-19.857,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-11,455,27301,31,3256,15,2072,820,2.4,9.3,2,-14.857,-2.143,7.143,-30.857,78.857,-19.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-12,754,28055,57,3313,16,1993,820,4.9,10.6,2,-15.429,-2.143,7.143,-31,73.286,-19.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-13,700,28755,147,3460,19,1970,820,1.8,7.7,2,-16,-2.286,7.143,-31.429,68,-19.571,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-14,660,29415,69,3529,15,1911,820,4.4,10.3,2,-16.429,-2.429,7.143,-31.857,62.714,-19.571,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-15,688,30103,117,3646,21,1853,820,6.4,12.8,2,-16.857,-2.857,7.286,-32.143,57.429,-19.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-16,358,30461,28,3674,18,1834,820,5.2,11.7,2,-17.286,-3.143,7.571,-33.429,44.571,-20,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-17,259,30720,5,3679,20,1833,820,4.9,12.7,2,-17.286,-3.286,7.571,-32.857,46.571,-19.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-18,431,31151,19,3698,23,1845,820,7.6,14.7,2,-17,-3.429,7.429,-32.571,48.857,-19.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-19,667,31818,45,3743,13,1793,820,8.2,15.6,2,-15.857,-2.857,7.286,-32,54.857,-19,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-20,808,32626,88,3831,14,1765,820,7.6,13.9,2,-12.571,0,6.714,-30.429,67.571,-19.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-21,610,33236,40,3871,13,1724,820,10.3,17.7,2,-13.286,0.143,8,-31.571,98.857,-26.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-22,532,33768,54,3925,15,1742,820,11.7,17.9,2,-12.286,0.143,8.429,-31.857,118.429,-31.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-23,403,34171,67,3992,16,1725,820,8,11.4,2,-12.286,0.143,8.429,-32.429,119.143,-31.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-24,210,34381,6,3998,17,1728,820,12,17.3,2,-11.571,0.143,8,-31.714,121.286,-31,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-25,490,34871,31,4029,28,1769,820,9.7,18.4,2,-10,1.286,7.857,-31.143,126.143,-31.143,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-26,746,35617,96,4125,14,1784,820,14.4,23.3,2,-8.714,1.571,7.571,-30.286,138.714,-30.857,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-27,800,36417,95,4220,15,1721,820,10.8,21.1,2,-9.714,-0.143,7.857,-31,131.429,-30.286,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-28,774,37191,46,4266,19,1673,820,11,17.3,2,-6.714,0.714,6.429,-28.714,108.857,-22.429,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-29,773,37964,84,4350,13,1650,820,11.6,18.2,2,-5.571,1.571,5.429,-27,103.143,-17.571,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-30,432,38396,45,4395,19,1619,820,12.2,19.9,2,-3.714,2.857,4.857,-23.714,121,-15.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-05-31,265,38661,0,4395,14,1635,820,13.6,22.1,2,-1.286,5.429,4.286,-21.143,140.857,-13.714,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-06-01,648,39309,8,4403,20,1684,2065,15.6,26.8,2,-1.143,5.429,4,-20.286,154.571,-13.429,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-06-02,901,40210,65,4468,15,1650,2065,12.7,19.1,2,-1.286,5.571,3.857,-20.143,157.286,-13.429,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-06-03,1046,41256,74,4542,18,1591,2065,14.4,20.2,2,-1.143,5.429,3.714,-19.429,166.429,-13.429,0,0,0,2,64.81,1,0,2,1,3,1,1,3,1,3,2,0,1,0,52.6,54.76,37.5
2020-06-04,1039,42295,20,4562,16,1583,2065,13,21,2,-1.429,5.286,3.571,-19.286,167.286,-13.571,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-05,1146,43441,77,4639,20,1539,2065,12.7,18.5,2,-2.143,5,3.857,-20,157.429,-14,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-06,783,44224,17,4656,20,1511,2065,10.7,16,2,-4,3.857,4.429,-22.714,138.429,-15.714,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-07,462,44686,3,4659,14,1520,2065,13.8,19.2,2,-5,2.286,4.857,-24,126.571,-16.571,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-08,677,45363,35,4694,16,1568,2065,14.1,20.3,2,-4.857,2.143,5,-24.286,117.143,-16.571,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-09,936,46299,23,4717,16,1469,2065,16.2,23.6,2,-4.143,2.286,5,-24,116.429,-16.714,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-10,1437,47736,78,4795,8,1436,2065,15.2,23.2,2,-3.429,2.571,4.857,-23.714,120.857,-17,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-11,1294,49030,19,4814,12,1386,2065,16.9,23.6,2,-2.429,3.143,4.714,-23.429,128,-17.429,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-12,1337,50367,40,4854,12,1369,2065,18.4,24.4,2,-1.857,3.143,4.429,-22.714,142.143,-17.857,0,0,0,2,64.81,1,0,2,1,3,2,1,3,1,3,2,0,1,0,54.69,57.14,37.5
2020-06-13,1042,51409,20,4874,14,1323,2065,17.8,24.1,2,-0.429,3.857,3.714,-19.571,167.714,-15.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-14,418,51827,0,4874,12,1328,2065,18.6,23.6,2,-0.143,4.571,3.143,-18.143,185.857,-15.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-15,684,52511,17,4891,13,1303,2065,18.1,25.4,2,0.429,5.143,3,-18,195.571,-16.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-16,1218,53729,48,4939,9,1281,2065,12.9,17.5,2,0.143,5.571,3.143,-18.714,190.286,-17.286,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-17,1457,55186,102,5041,13,1240,2065,13.5,19.5,2,0.429,7.286,3.143,-19,186.429,-18.286,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-18,1496,56682,12,5053,13,1197,2065,16.9,24.6,2,1.857,11.571,2.857,-18.429,196.571,-19.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-19,1213,57895,0,5053,8,1177,2065,20.7,25.9,2,-5.857,7.857,3.571,-21.143,212.429,-27,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-20,702,58597,0,5053,6,1173,2065,19.9,23.7,2,-11.143,4.429,3.714,-23.714,211.714,-30.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-21,321,58918,0,5053,12,1179,2065,18.5,23.1,2,-11.286,3.857,3.714,-24.857,200.714,-31.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-22,800,59718,0,5053,15,1168,2065,18,23.4,2,-11.143,4,4,-25.429,195.143,-32.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-23,1312,61030,108,5161,7,1153,2065,18.6,27.5,2,-10.714,3.714,3.857,-24.714,213.857,-33.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-24,1698,62728,48,5209,6,1109,2065,22.1,30.9,2,-11.429,2.143,3.714,-24.429,236.857,-34.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-25,1281,64009,21,5230,10,1019,2065,23.7,31,2,-12.714,-1.571,3.857,-24.571,246.571,-34.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-26,1203,65212,50,5280,5,997,2065,21.9,30.6,2,-4.714,2.429,2.857,-21.429,249,-28.286,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-27,760,65972,0,5280,5,983,2065,23,30.4,2,0.714,5.714,2.286,-18.143,262.429,-25.714,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-28,420,66392,0,5280,8,990,2065,21.8,30.5,2,1.286,6.143,2.429,-17.571,264.571,-25.286,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-29,727,67119,0,5280,4,919,2065,18.1,24.9,2,2,6,2.429,-17.429,268.286,-25.571,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-06-30,805,67924,53,5333,5,896,2065,16.2,20.6,2,2.429,6,2.857,-18.714,247,-26.143,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,0,1,0,51.56,53.57,37.5
2020-07-01,684,68608,37,5370,6,865,6261,15.3,21.3,2,3.429,5.857,3.286,-19.571,225.429,-26.857,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
2020-07-02,689,69297,41,5411,10,786,6261,15.9,22.1,2,3.571,5,3.714,-20.429,206.857,-27.429,0,0,0,2,59.26,1,0,2,1,3,2,1,3,0,3,2,1,1,0,54.69,53.57,62.5
