date,cases,total cases,death,total death,intensive care,hosp_patients,airplane passengers monthly average,min temp,max temp,school closures,retail and recreation,grocery and pharmacy,residential,transit stations,parks,workplaces,total doses,total new doses,total vaccinated,cancel public events,stringency index,stay home requirements,face coverings,public information campaigns,close public transport,international travel control,testing policy,Workplace closing,Restrictions on gatherings,Restrictions on internal movement,International travel controls,Income support,Debt/contract relief,Contact tracing,Vaccination policy,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
2020-11-03,10177,134532,0,5938,14,740,4016,8.9,11.8,1,-12.429,-3.571,6,-32.857,29.714,-23.571,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-04,3198,137730,59,5997,14,802,4016,5.8,9,1,-15,-4.571,6.143,-33.143,27.429,-22.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-05,4034,141764,5,6002,14,837,4016,6.9,11.5,1,-17.571,-5.571,6.429,-33.571,22.857,-20.286,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-06,4697,146461,20,6022,15,878,4016,9.1,14.3,1,-18.857,-6,6.286,-33.571,22.286,-17.857,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-07,0,146461,0,6022,16,878,4016,7.6,11.1,1,-18.714,-5.571,6.714,-35.143,20.143,-17.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-08,0,146461,0,6022,17,906,4016,6.4,9.1,1,-18.571,-4.714,6.857,-35.286,26.143,-17.143,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-09,0,146461,0,6022,11,1049,4016,5.2,8,1,-18.714,-4.714,7,-35.571,28.571,-17.429,0,0,0,2,55.56,1,0,2,1,3,2,1,3,0,3,2,1,1,0,52.6,51.19,62.5
2020-11-10,15779,162240,0,6022,9,1142,4016,3.9,6.2,1,-19.286,-5.143,7.286,-36.143,27.286,-17.714,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-11,4467,166707,60,6082,18,1231,4016,7.1,8.2,1,-19.571,-5.143,7.571,-36.429,26.571,-18.143,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-12,4658,171365,40,6122,13,1288,4016,7,8.3,1,-20.143,-5.286,7.714,-36.857,25.857,-18.571,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-13,5990,177355,42,6164,30,1337,4016,6.7,7.8,1,-21,-5.571,8.143,-37.429,21.429,-19,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-14,0,177355,0,6164,21,1342,4016,7.7,9.5,1,-21.857,-6.143,8.286,-37.714,21.429,-19.429,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-15,0,177355,0,6164,18,1347,4016,8.6,10.3,1,-23,-7.286,8.571,-38.571,17.571,-20.143,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-16,0,177355,0,6164,22,1483,4016,10,10.7,1,-23.571,-7.429,8.714,-38.857,16.286,-20.429,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-17,15084,192439,0,6164,25,1593,4016,8.3,9.9,1,-24.429,-7.857,8.857,-39.286,15,-20.714,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-18,4007,196446,157,6321,20,1651,4016,11.3,13.9,1,-24.857,-7.857,8.857,-39.571,14.714,-20.857,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-19,4609,201055,19,6340,22,1689,4016,0.4,10.3,1,-25.286,-8.143,9,-40,12.143,-21.143,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-20,7240,208295,66,6406,16,1673,4016,1.8,3.7,1,-25,-7.857,9,-40.143,13.429,-21.286,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-21,0,208295,0,6406,19,1674,4016,2.5,7,1,-25.857,-8.429,9.286,-41.714,4.714,-21.857,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-22,0,208295,0,6406,29,1678,4016,5.5,7.6,1,-25.571,-8.286,9.429,-42,5.286,-21.857,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-23,0,208295,0,6406,24,1939,4016,3.8,6,1,-25,-8.143,9.429,-42.143,6,-22,0,0,0,2,58.33,1,0,2,1,3,2,1,3,1,3,2,1,1,0,54.17,52.98,62.5
2020-11-24,17265,225560,0,6406,30,1947,4016,2.5,7.7,1,-24.429,-8,9.571,-42.429,4.143,-22.143,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-11-25,4954,230514,149,6555,24,1997,4016,8.3,9.7,1,-23,-7.143,9.571,-42.571,3.429,-22.286,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-11-26,5841,236355,67,6622,28,2012,4016,2.9,8.1,1,-21.286,-6.143,9.429,-42.143,6,-22.143,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-11-27,6774,243129,59,6681,15,1991,4016,0,2.3,1,-19.857,-6,9.286,-41.857,4.714,-22.143,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-11-28,0,243129,0,6681,22,1980,4016,0.8,1.6,1,-17.857,-4.714,9,-40.571,9.714,-21.429,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-11-29,0,243129,0,6681,27,1998,4016,-0.9,0,1,-16.857,-3.857,9,-40.571,5.857,-21.286,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-11-30,0,243129,0,6681,23,2113,4016,-2,2.3,1,-16.143,-3.286,9,-40.571,4,-21.286,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-12-01,17629,260758,0,6681,19,2129,5432,1.8,3,1,-15.429,-2.429,8.857,-40.143,5.714,-21.143,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-12-02,5400,266158,291,6972,40,2096,5432,2.3,4.8,1,-16,-2.714,8.857,-40.143,5.857,-21,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-12-03,6485,272643,35,7007,23,2043,5432,2.6,4.3,1,-17,-3.143,9,-40.429,4,-21,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-12-04,6269,278912,60,7067,17,2052,5432,3.3,4.9,1,-18.571,-3.429,9.143,-41,1.571,-21,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-12-05,0,278912,0,7067,18,2041,5432,6.2,8,1,-19.286,-3.714,9.143,-41,2.714,-21.143,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-12-06,0,278912,0,7067,26,2048,5432,6.2,8.4,1,-20.286,-4.286,9.143,-41.143,3.857,-21.429,0,0,0,2,64.81,1,0,2,1,3,2,2,4,1,3,2,1,1,0,57.81,57.14,62.5
2020-12-07,0,278912,0,7067,27,2213,5432,4.2,5.8,2,-20.857,-4.429,9.143,-41.429,4.143,-21.714,0,0,0,2,66.67,1,0,2,1,3,2,2,4,1,3,2,1,1,0,58.85,58.33,62.5
2020-12-08,18820,297732,0,7067,20,2274,5432,1.7,3.7,2,-21.429,-4.857,9.286,-42.143,2.857,-21.857,0,0,0,2,66.67,1,0,2,1,3,2,2,4,1,3,2,1,1,0,58.85,58.33,62.5
2020-12-09,7061,304793,229,7296,22,2313,5432,2.2,3.1,2,-21.714,-5.143,9.429,-42.571,1.857,-22.143,0,0,0,2,66.67,1,0,2,1,3,2,2,4,1,3,2,1,1,0,58.85,58.33,62.5
2020-12-10,7935,312728,58,7354,32,2311,5432,2,3.1,2,-21.714,-5.143,9.429,-42.714,2.429,-22.429,0,0,0,2,66.67,1,0,2,1,3,2,2,4,1,3,2,1,1,0,58.85,58.33,62.5
2020-12-11,7370,320098,160,7514,25,2267,5432,2.2,3.2,2,-21.857,-5.429,9.571,-42.857,2.571,-22.714,0,0,0,2,66.67,1,0,2,1,3,2,2,4,1,3,2,1,1,0,58.85,58.33,62.5
2020-12-12,0,320098,0,7514,17,2265,5432,4.2,5.8,2,-22.286,-5.571,9.714,-42.857,1.143,-22.857,0,0,0,2,66.67,1,0,2,1,3,2,2,4,1,3,2,1,1,0,58.85,58.33,62.5
2020-12-13,0,320098,0,7514,22,2279,5432,1.7,3.9,2,-22.571,-5.571,9.714,-42.714,1,-22.857,0,0,0,2,66.67,1,0,2,1,3,2,2,4,1,3,2,1,1,0,58.85,58.33,62.5
2020-12-14,0,320098,0,7514,28,2456,5432,1.1,3,2,-22.714,-5.714,9.857,-42.714,0.571,-23,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,60.42,60.12,62.5
2020-12-15,20931,341029,0,7514,32,2523,5432,5.9,7.1,2,-22.571,-5.571,9.857,-42.571,0,-23.429,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-16,7556,348585,288,7802,24,2544,5432,5.1,7,2,-22.286,-5.143,9.857,-42.286,1.714,-23.714,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-17,8881,357466,91,7893,27,2543,5432,4.7,6.6,2,-22.143,-5.143,10,-42.429,0,-24,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-18,9654,367120,100,7993,29,2554,5432,5,6,2,-21.143,-4.429,10,-42.143,1,-24.286,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-19,0,367120,0,7993,22,2561,5432,5.1,7.6,2,-20.857,-4,9.857,-41.714,2.571,-24.286,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-20,0,367120,0,7993,25,2564,5432,5.7,6.9,2,-20.429,-3.429,9.857,-41.714,2.286,-24.143,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-21,0,367120,0,7993,32,2759,5432,5.9,6.9,2,-18,-0.857,10.143,-42,4,-26.286,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-22,22319,389439,0,7993,36,2753,5432,4.3,6.1,2,-15.714,2.143,10.429,-42.429,3.857,-28.857,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-23,6609,396048,286,8279,22,2719,5432,3.1,5.8,2,-13.286,6.286,10.857,-43,5.857,-33.143,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
2020-12-24,0,396048,0,8279,19,2711,5432,-0.4,0.8,2,-20.714,0,12.143,-46.143,9.714,-41,0,0,0,2,69.44,1,0,2,1,3,2,2,4,1,3,2,1,1,0,59.38,58.93,62.5
