Entity;Code;Day;stringency_index
Sweden;SWE;2021-12-25;49.07
Sweden;SWE;2021-12-26;49.07
Sweden;SWE;2021-12-27;49.07
Sweden;SWE;2021-12-28;49.07
Sweden;SWE;2021-12-29;49.07
Sweden;SWE;2021-12-30;49.07
Sweden;SWE;2021-12-31;49.07
Sweden;SWE;2022-01-01;49.07
Sweden;SWE;2022-01-02;49.07
Sweden;SWE;2022-01-03;49.07
Sweden;SWE;2022-01-04;49.07
Sweden;SWE;2022-01-05;49.07
Sweden;SWE;2022-01-06;49.07
Sweden;SWE;2022-01-07;49.07
Sweden;SWE;2022-01-08;49.07
Sweden;SWE;2022-01-09;49.07
Sweden;SWE;2022-01-10;49.07
Sweden;SWE;2022-01-11;49.07
Sweden;SWE;2022-01-12;52.78
Sweden;SWE;2022-01-13;52.78
Sweden;SWE;2022-01-14;52.78
Sweden;SWE;2022-01-15;52.78
Sweden;SWE;2022-01-16;52.78
Sweden;SWE;2022-01-17;52.78
Sweden;SWE;2022-01-18;52.78
Sweden;SWE;2022-01-19;52.78
Sweden;SWE;2022-01-20;52.78
Sweden;SWE;2022-01-21;52.78
