date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;reproduction_rate;icu_patients;hosp_patients;weekly_icu_admissions;weekly_hosp_admissions;new_tests;total_tests;new_tests_smoothed;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;new_vaccinations;new_vaccinations_smoothed;people_vaccinated_per_hundred;new_people_vaccinated_smoothed;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;excess_mortality_cumulative_absolute;excess_mortality_cumulative;excess_mortality;excess_mortality_cumulative_per_million
2020-10-21;107355.0;975.0;860.429;5929.0;11.0;3.143;1.64;34.0;290.0;;;23961.0;;22591.0;0.0381;26.3;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-22;108969.0;1614.0;937.429;5930.0;1.0;2.857;1.66;37.0;309.0;;;23961.0;;22934.0;0.0409;24.5;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-23;110594.0;1625.0;1056.286;5933.0;3.0;2.143;1.68;36.0;309.0;;;23961.0;;23276.0;0.0454;22.0;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-24;110594.0;0.0;1056.286;5933.0;0.0;2.143;1.7;37.0;328.0;;;23961.0;;23619.0;0.0447;22.4;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-25;110594.0;0.0;1056.286;5933.0;0.0;2.143;1.72;41.0;344.0;;;23961.0;;23961.0;0.0441;22.7;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;4747.4;6.42;-3.97;467.256467147807
2020-10-26;110594.0;0.0;1056.286;5933.0;0.0;2.143;1.74;45.0;386.0;;;27613.0;;24483.0;0.0431;23.2;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-27;115785.0;5191.0;1343.571;5933.0;0.0;2.143;1.77;57.0;454.0;;;27613.0;;25004.0;0.0537;18.6;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-28;117913.0;2128.0;1508.286;5927.0;-6.0;-0.286;1.78;56.0;497.0;;;27613.0;;25526.0;0.0591;16.9;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-29;121167.0;3254.0;1742.571;5934.0;7.0;0.571;1.79;60.0;492.0;;;27613.0;;26048.0;0.0669;14.9;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-30;124355.0;3188.0;1965.857;5938.0;4.0;0.714;1.78;58.0;533.0;;;27613.0;;26570.0;0.074;13.5;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-10-31;124355.0;0.0;1965.857;5938.0;0.0;0.714;1.78;61.0;562.0;;;27613.0;;27091.0;0.0726;13.8;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-01;124355.0;0.0;1965.857;5938.0;0.0;0.714;1.78;60.0;566.0;;;27613.0;;27613.0;0.0712;14.0;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;4771.9;6.31;1.42;469.667846733501
2020-11-02;124355.0;0.0;1965.857;5938.0;0.0;0.714;1.78;74.0;687.0;;;33414.0;;28442.0;0.0691;14.5;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-03;134532.0;10177.0;2678.143;5938.0;0.0;0.714;1.78;81.0;740.0;;;33414.0;;29270.0;0.0915;10.9;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-04;137730.0;3198.0;2831.0;5997.0;59.0;10.0;1.76;90.0;802.0;;;33414.0;;30099.0;0.0941;10.6;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-05;141764.0;4034.0;2942.429;6002.0;5.0;9.714;1.74;90.0;837.0;;;33414.0;;30928.0;0.0951;10.5;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-06;146461.0;4697.0;3158.0;6022.0;20.0;12.0;1.72;90.0;878.0;;;33414.0;;31757.0;0.0994;10.1;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-07;146461.0;0.0;3158.0;6022.0;0.0;12.0;1.7;98.0;878.0;;;33414.0;;32585.0;0.0969;10.3;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-08;146461.0;0.0;3158.0;6022.0;0.0;12.0;1.68;99.0;906.0;;;33414.0;;33414.0;0.0945;10.6;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;4804.9;6.21;1.95;472.915827399945
2020-11-09;146461.0;0.0;3158.0;6022.0;0.0;12.0;1.67;122.0;1049.0;;;37239.0;;33960.0;0.093;10.8;tests performed;;;;;;;;;55.56;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-10;162240.0;15779.0;3958.286;6022.0;0.0;12.0;1.65;127.0;1142.0;;;37239.0;;34507.0;0.1147;8.7;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-11;166707.0;4467.0;4139.571;6082.0;60.0;12.143;1.62;122.0;1231.0;;;37239.0;;35053.0;0.1181;8.5;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-12;171365.0;4658.0;4228.714;6122.0;40.0;17.143;1.58;123.0;1288.0;;;37239.0;;35600.0;0.1188;8.4;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-13;177355.0;5990.0;4413.429;6164.0;42.0;20.286;1.54;124.0;1337.0;;;37239.0;;36146.0;0.1221;8.2;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-14;177355.0;0.0;4413.429;6164.0;0.0;20.286;1.51;132.0;1342.0;;;37239.0;;36693.0;0.1203;8.3;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-15;177355.0;0.0;4413.429;6164.0;0.0;20.286;1.48;132.0;1347.0;;;37239.0;;37239.0;0.1185;8.4;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;5006.1;6.33;11.71;492.7186670996
2020-11-16;177355.0;0.0;4413.429;6164.0;0.0;20.286;1.45;156.0;1483.0;;;38266.0;;37386.0;0.1181;8.5;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-17;192439.0;15084.0;4314.143;6164.0;0.0;20.286;1.42;166.0;1593.0;;;38266.0;;37532.0;0.1149;8.7;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-18;196446.0;4007.0;4248.429;6321.0;157.0;34.143;1.41;178.0;1651.0;;;38266.0;;37679.0;0.1128;8.9;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-19;201055.0;4609.0;4241.429;6340.0;19.0;31.143;1.4;180.0;1689.0;;;38266.0;;37826.0;0.1121;8.9;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-20;208295.0;7240.0;4420.0;6406.0;66.0;34.571;1.39;177.0;1673.0;;;38266.0;;37973.0;0.1164;8.6;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-21;208295.0;0.0;4420.0;6406.0;0.0;34.571;1.38;179.0;1674.0;;;38266.0;;38119.0;0.116;8.6;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-22;208295.0;0.0;4420.0;6406.0;0.0;34.571;1.36;178.0;1678.0;;;38266.0;;38266.0;0.1155;8.7;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;5352.9;6.63;20.48;526.851991194232
2020-11-23;208295.0;0.0;4420.0;6406.0;0.0;34.571;1.35;196.0;1939.0;;;40350.0;;38564.0;0.1146;8.7;tests performed;;;;;;;;;58.33;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-24;225560.0;17265.0;4731.571;6406.0;0.0;34.571;1.33;206.0;1947.0;;;40350.0;;38861.0;0.1218;8.2;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-25;230514.0;4954.0;4866.857;6555.0;149.0;33.429;1.32;217.0;1997.0;;;40350.0;;39159.0;0.1243;8.0;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-26;236355.0;5841.0;5042.857;6622.0;67.0;40.286;1.32;228.0;2012.0;;;40350.0;;39457.0;0.1278;7.8;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-27;243129.0;6774.0;4976.286;6681.0;59.0;39.286;1.31;229.0;1991.0;;;40350.0;;39755.0;0.1252;8.0;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-28;243129.0;0.0;4976.286;6681.0;0.0;39.286;1.3;226.0;1980.0;;;40350.0;;40052.0;0.1242;8.0;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-11-29;243129.0;0.0;4976.286;6681.0;0.0;39.286;1.29;225.0;1998.0;;;40350.0;;40350.0;0.1233;8.1;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;5596.7;6.78;13.8;550.847678663297
2020-11-30;243129.0;0.0;4976.286;6681.0;0.0;39.286;1.28;237.0;2113.0;;;38302.0;;40057.0;0.1242;8.0;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-01;260758.0;17629.0;5028.286;6681.0;0.0;39.286;1.27;238.0;2129.0;;;38302.0;;39765.0;0.1265;7.9;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-02;266158.0;5400.0;5092.0;6972.0;291.0;59.571;1.27;241.0;2096.0;;;38302.0;;39472.0;0.129;7.8;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-03;272643.0;6485.0;5184.0;7007.0;35.0;55.0;1.27;254.0;2043.0;;;38302.0;;39180.0;0.1323;7.6;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-04;278912.0;6269.0;5111.857;7067.0;60.0;55.143;1.27;248.0;2052.0;;;38302.0;;38887.0;0.1315;7.6;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-05;278912.0;0.0;5111.857;7067.0;0.0;55.143;1.27;246.0;2041.0;;;38302.0;;38595.0;0.1324;7.6;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-06;278912.0;0.0;5111.857;7067.0;0.0;55.143;1.27;248.0;2048.0;;;38302.0;;38302.0;0.1335;7.5;tests performed;;;;;;;;;64.81;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;5986.7;7.1;21.5;589.232904721275
2020-12-07;278912.0;0.0;5111.857;7067.0;0.0;55.143;1.26;243.0;2213.0;;;39644.0;;38494.0;0.1328;7.5;tests performed;;;;;;;;;66.67;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-08;297732.0;18820.0;5282.0;7067.0;0.0;55.143;1.26;258.0;2274.0;;;39644.0;;38685.0;0.1365;7.3;tests performed;;;;;;;;;66.67;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-09;304793.0;7061.0;5519.286;7296.0;229.0;46.286;1.27;258.0;2313.0;;;39644.0;;38877.0;0.142;7.0;tests performed;;;;;;;;;66.67;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-10;312728.0;7935.0;5726.429;7354.0;58.0;49.571;1.27;248.0;2311.0;;;39644.0;;39069.0;0.1466;6.8;tests performed;;;;;;;;;66.67;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-11;320098.0;7370.0;5883.714;7514.0;160.0;63.857;1.27;249.0;2267.0;;;39644.0;;39261.0;0.1499;6.7;tests performed;;;;;;;;;66.67;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-12;320098.0;0.0;5883.714;7514.0;0.0;63.857;1.27;252.0;2265.0;;;39644.0;;39452.0;0.1491;6.7;tests performed;;;;;;;;;66.67;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-13;320098.0;0.0;5883.714;7514.0;0.0;63.857;1.26;254.0;2279.0;;;39644.0;;39644.0;0.1484;6.7;tests performed;;;;;;;;;66.67;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;6379.9;7.41;22.09;627.933086480241
2020-12-14;320098.0;0.0;5883.714;7514.0;0.0;63.857;1.26;250.0;2456.0;;;43821.0;;40241.0;0.1462;6.8;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-15;341029.0;20931.0;6185.286;7514.0;0.0;63.857;1.25;261.0;2523.0;;;43821.0;;40837.0;0.1515;6.6;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-16;348585.0;7556.0;6256.0;7802.0;288.0;72.286;1.25;262.0;2544.0;;;43821.0;;41434.0;0.151;6.6;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-17;357466.0;8881.0;6391.143;7893.0;91.0;77.0;1.26;270.0;2543.0;;;43821.0;;42031.0;0.1521;6.6;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-18;367120.0;9654.0;6717.429;7993.0;100.0;68.429;1.25;280.0;2554.0;;;43821.0;;42628.0;0.1576;6.3;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-19;367120.0;0.0;6717.429;7993.0;0.0;68.429;1.24;280.0;2561.0;;;43821.0;;43224.0;0.1554;6.4;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-20;367120.0;0.0;6717.429;7993.0;0.0;68.429;1.23;283.0;2564.0;;;43821.0;;43821.0;0.1533;6.5;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;6907.1;7.85;28.84;679.822038218103
2020-12-21;367120.0;0.0;6717.429;7993.0;0.0;68.429;1.21;294.0;2759.0;;;34116.0;;42435.0;0.1583;6.3;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-22;389439.0;22319.0;6915.714;7993.0;0.0;68.429;1.2;300.0;2753.0;;;34116.0;;41048.0;0.1685;5.9;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-23;396048.0;6609.0;6780.429;8279.0;286.0;68.143;1.2;303.0;2719.0;;;34116.0;;39662.0;0.171;5.8;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-24;396048.0;0.0;5511.714;8279.0;0.0;55.143;1.21;303.0;2711.0;;;34116.0;;38275.0;0.144;6.9;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-25;396048.0;0.0;4132.571;8279.0;0.0;40.857;1.24;306.0;2712.0;;;34116.0;;36889.0;0.112;8.9;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-26;396048.0;0.0;4132.571;8279.0;0.0;40.857;1.28;305.0;2716.0;;;34116.0;;35502.0;0.1164;8.6;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-27;396048.0;0.0;4132.571;8279.0;0.0;40.857;1.32;311.0;2734.0;;;34116.0;;34116.0;0.1211;8.3;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;7421.1;8.26;27.66;730.411797689387
2020-12-28;396048.0;0.0;4132.571;8279.0;0.0;40.857;1.37;333.0;2922.0;;;29221.0;;33417.0;0.1237;8.1;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-29;428533.0;32485.0;5584.857;8279.0;0.0;40.857;1.4;344.0;2898.0;;;29221.0;;32717.0;0.1707;5.9;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-30;437379.0;8846.0;5904.429;8727.0;448.0;64.0;1.38;339.0;2906.0;;;29221.0;;32018.0;0.1844;5.4;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2020-12-31;437379.0;0.0;5904.429;8727.0;0.0;64.0;1.35;336.0;2906.0;;;29221.0;;31319.0;0.1885;5.3;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-01;437379.0;0.0;5904.429;8727.0;0.0;64.0;1.34;335.0;2901.0;;;29221.0;;30620.0;0.1928;5.2;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-02;437379.0;0.0;5904.429;8727.0;0.0;64.0;1.34;334.0;2905.0;;;29221.0;;29920.0;0.1973;5.1;tests performed;;;;;;;;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-03;437379.0;0.0;5904.429;8727.0;0.0;64.0;1.35;348.0;2949.0;;;29221.0;;29221.0;0.2021;4.9;tests performed;2474.0;2474.0;;;;;0.02;;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;7997.2;8.73;31.0;787.113666232979
2021-01-04;437379.0;0.0;5904.429;8727.0;0.0;64.0;1.37;361.0;3004.0;;;61241.0;;33795.0;0.1747;5.7;tests performed;;;;;;2012.0;;2012.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-05;469748.0;32369.0;5887.857;8965.0;238.0;98.0;1.37;368.0;2996.0;;;61241.0;;38370.0;0.1534;6.5;tests performed;;;;;;2012.0;;2012.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-06;469748.0;0.0;4624.143;8965.0;0.0;34.0;1.33;372.0;2962.0;;;61241.0;;42944.0;0.1077;9.3;tests performed;;;;;;2012.0;;2012.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-07;482284.0;12536.0;6415.0;9262.0;297.0;76.429;1.3;377.0;2908.0;;;61241.0;;47518.0;0.135;7.4;tests performed;;;;;;2012.0;;2012.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-08;489471.0;7187.0;7441.714;9433.0;171.0;100.857;1.26;374.0;2852.0;;;61241.0;;52092.0;0.1429;7.0;tests performed;;;;;;2012.0;;2012.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-09;489471.0;0.0;7441.714;9433.0;0.0;100.857;1.21;373.0;2845.0;;;61241.0;;56667.0;0.1313;7.6;tests performed;;;;;;2012.0;;2012.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-10;489471.0;0.0;7441.714;9433.0;0.0;100.857;1.16;372.0;2858.0;;;61241.0;;61241.0;0.1215;8.2;tests performed;16559.0;16559.0;;;;2012.0;0.16;2012.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;8379.0;8.95;19.17;824.691818307174
2021-01-11;489471.0;0.0;7441.714;9433.0;0.0;100.857;1.11;383.0;2828.0;;;74876.0;;63189.0;0.1178;8.5;tests performed;;;;;;4102.0;;4091.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-12;506866.0;17395.0;5302.571;9433.0;0.0;66.857;1.06;369.0;2759.0;;;74876.0;;65137.0;0.0814;12.3;tests performed;;;;;;6192.0;;6169.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-13;512203.0;5337.0;6065.0;9834.0;401.0;124.143;1.05;365.0;2739.0;;;74876.0;;67085.0;0.0904;11.1;tests performed;;;;;;8282.0;;8247.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-14;518783.0;6580.0;5214.143;10185.0;351.0;131.857;1.03;354.0;2634.0;;;74876.0;;69032.0;0.0755;13.2;tests performed;;;;;;10371.0;;10326.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-15;523486.0;4703.0;4859.286;10323.0;138.0;127.143;1.01;355.0;2577.0;;;74876.0;;70980.0;0.0685;14.6;tests performed;;;;;;12461.0;;12404.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
2021-01-16;523486.0;0.0;4859.286;10323.0;0.0;127.143;0.99;354.0;2570.0;;;74876.0;;72928.0;0.0666;15.0;tests performed;;;;;;14551.0;;14483.0;69.44;10160159.0;24.718;41.0;19.985;13.433;46949.283;0.5;133.982;4.79;18.8;18.9;;2.22;82.8;0.945;;;;
